f,cnt,developers,,
601,28,24,0.000144969556393157,0.961577890071656
602,31,28,0.000160502008863853,0.96173839208052
603,28,26,0.000144969556393157,0.961883361636913
604,28,27,0.000144969556393157,0.962028331193307
605,26,26,0.00013461458807936,0.962162945781386
606,22,21,0.000113904651451767,0.962276850432838
607,17,15,8.80172306672742E-05,0.962364867663505
608,31,28,0.000160502008863853,0.962525369672369
609,21,21,0.000108727167294868,0.962634096839664
610,20,18,0.00010354968313797,0.962737646522802
611,23,21,0.000119082135608665,0.96285672865841
612,27,25,0.000139792072236259,0.962996520730647
613,40,30,0.000207099366275939,0.963203620096922
614,25,22,0.000129437103922462,0.963333057200845
615,23,23,0.000119082135608665,0.963452139336454
616,26,23,0.00013461458807936,0.963586753924533
617,18,17,9.31947148241726E-05,0.963679948639357
618,19,19,9.83721989810711E-05,0.963778320838338
619,28,28,0.000144969556393157,0.963923290394731
620,22,20,0.000113904651451767,0.964037195046183
621,19,19,9.83721989810711E-05,0.964135567245164
622,22,21,0.000113904651451767,0.964249471896616
623,22,22,0.000113904651451767,0.964363376548068
624,21,19,0.000108727167294868,0.964472103715363
625,18,18,9.31947148241726E-05,0.964565298430187
626,13,13,6.73072940396802E-05,0.964632605724226
627,24,22,0.000124259619765564,0.964756865343992
628,20,19,0.00010354968313797,0.96486041502713
629,31,26,0.000160502008863853,0.965020917035994
630,23,21,0.000119082135608665,0.965139999171602
631,23,23,0.000119082135608665,0.965259081307211
632,18,18,9.31947148241726E-05,0.965352276022035
633,23,20,0.000119082135608665,0.965471358157644
634,25,25,0.000129437103922462,0.965600795261567
635,23,23,0.000119082135608665,0.965719877397175
636,21,20,0.000108727167294868,0.96582860456447
637,21,18,0.000108727167294868,0.965937331731765
638,27,25,0.000139792072236259,0.966077123804001
639,26,23,0.00013461458807936,0.966211738392081
640,26,26,0.00013461458807936,0.96634635298016
641,23,22,0.000119082135608665,0.966465435115769
642,29,29,0.000150147040550056,0.966615582156319
643,21,19,0.000108727167294868,0.966724309323613
644,29,28,0.000150147040550056,0.966874456364164
645,23,23,0.000119082135608665,0.966993538499772
646,23,22,0.000119082135608665,0.967112620635381
647,22,22,0.000113904651451767,0.967226525286833
648,27,24,0.000139792072236259,0.967366317359069
649,23,23,0.000119082135608665,0.967485399494678
650,19,18,9.83721989810711E-05,0.967583771693659
651,23,21,0.000119082135608665,0.967702853829267
652,22,21,0.000113904651451767,0.967816758480719
653,20,18,0.00010354968313797,0.967920308163857
654,25,25,0.000129437103922462,0.96804974526778
655,18,18,9.31947148241726E-05,0.968142939982604
656,16,16,8.28397465103757E-05,0.968225779729114
657,18,18,9.31947148241726E-05,0.968318974443938
658,25,24,0.000129437103922462,0.968448411547861
659,21,21,0.000108727167294868,0.968557138715156
660,26,25,0.00013461458807936,0.968691753303235
661,29,27,0.000150147040550056,0.968841900343785
662,24,24,0.000124259619765564,0.968966159963551
663,22,22,0.000113904651451767,0.969080064615002
664,22,19,0.000113904651451767,0.969193969266454
665,19,19,9.83721989810711E-05,0.969292341465435
666,18,16,9.31947148241726E-05,0.969385536180259
667,23,22,0.000119082135608665,0.969504618315868
668,21,20,0.000108727167294868,0.969613345483163
669,21,20,0.000108727167294868,0.969722072650458
670,18,18,9.31947148241726E-05,0.969815267365282
671,22,22,0.000113904651451767,0.969929172016734
672,28,28,0.000144969556393157,0.970074141573127
673,25,22,0.000129437103922462,0.970203578677049
674,18,18,9.31947148241726E-05,0.970296773391874
675,15,14,7.76622623534772E-05,0.970374435654227
676,31,28,0.000160502008863853,0.970534937663091
677,17,16,8.80172306672742E-05,0.970622954893758
678,24,24,0.000124259619765564,0.970747214513524
679,27,27,0.000139792072236259,0.97088700658576
680,21,21,0.000108727167294868,0.970995733753055
681,15,15,7.76622623534772E-05,0.971073396015408
682,27,25,0.000139792072236259,0.971213188087644
683,23,20,0.000119082135608665,0.971332270223253
684,19,19,9.83721989810711E-05,0.971430642422234
685,24,23,0.000124259619765564,0.971554902042
686,27,26,0.000139792072236259,0.971694694114236
687,27,26,0.000139792072236259,0.971834486186472
688,21,19,0.000108727167294868,0.971943213353767
689,19,19,9.83721989810711E-05,0.972041585552748
690,17,16,8.80172306672742E-05,0.972129602783416
691,21,21,0.000108727167294868,0.97223832995071
692,15,15,7.76622623534772E-05,0.972315992213064
693,17,16,8.80172306672742E-05,0.972404009443731
694,17,17,8.80172306672742E-05,0.972492026674398
695,34,32,0.000176034461334548,0.972668061135733
696,24,22,0.000124259619765564,0.972792320755498
697,26,26,0.00013461458807936,0.972926935343578
698,19,19,9.83721989810711E-05,0.973025307542559
699,19,18,9.83721989810711E-05,0.97312367974154
700,19,19,9.83721989810711E-05,0.973222051940521
701,20,20,0.00010354968313797,0.973325601623659
702,23,23,0.000119082135608665,0.973444683759268
703,24,21,0.000124259619765564,0.973568943379033
704,15,15,7.76622623534772E-05,0.973646605641387
705,23,23,0.000119082135608665,0.973765687776995
706,21,21,0.000108727167294868,0.97387441494429
707,19,19,9.83721989810711E-05,0.973972787143271
708,25,25,0.000129437103922462,0.974102224247194
709,17,17,8.80172306672742E-05,0.974190241477861
710,17,17,8.80172306672742E-05,0.974278258708528
711,21,21,0.000108727167294868,0.974386985875823
712,26,26,0.00013461458807936,0.974521600463902
713,25,21,0.000129437103922462,0.974651037567825
714,20,20,0.00010354968313797,0.974754587250963
715,14,14,7.24847781965787E-05,0.97482707202916
716,14,14,7.24847781965787E-05,0.974899556807356
717,15,13,7.76622623534772E-05,0.97497721906971
718,24,24,0.000124259619765564,0.975101478689475
719,14,14,7.24847781965787E-05,0.975173963467672
720,14,14,7.24847781965787E-05,0.975246448245868
721,13,13,6.73072940396802E-05,0.975313755539908
722,20,20,0.00010354968313797,0.975417305223046
723,16,15,8.28397465103757E-05,0.975500144969556
724,7,7,3.62423890982894E-05,0.975536387358655
725,26,26,0.00013461458807936,0.975671001946734
726,11,11,5.69523257258833E-05,0.97572795427246
727,19,19,9.83721989810711E-05,0.975826326471441
728,21,20,0.000108727167294868,0.975935053638736
729,25,25,0.000129437103922462,0.976064490742658
730,20,20,0.00010354968313797,0.976168040425796
731,21,20,0.000108727167294868,0.976276767593091
732,16,16,8.28397465103757E-05,0.976359607339602
733,14,14,7.24847781965787E-05,0.976432092117798
734,27,27,0.000139792072236259,0.976571884190034
735,16,16,8.28397465103757E-05,0.976654723936545
736,15,15,7.76622623534772E-05,0.976732386198898
737,25,24,0.000129437103922462,0.976861823302821
738,14,14,7.24847781965787E-05,0.976934308081017
739,17,17,8.80172306672742E-05,0.977022325311684
740,22,21,0.000113904651451767,0.977136229963136
741,16,16,8.28397465103757E-05,0.977219069709647
742,15,15,7.76622623534772E-05,0.977296731972
743,17,16,8.80172306672742E-05,0.977384749202667
744,18,18,9.31947148241726E-05,0.977477943917492
745,13,12,6.73072940396802E-05,0.977545251211531
746,18,17,9.31947148241726E-05,0.977638445926356
747,19,19,9.83721989810711E-05,0.977736818125337
748,21,19,0.000108727167294868,0.977845545292631
749,14,14,7.24847781965787E-05,0.977918030070828
750,12,12,6.21298098827818E-05,0.977980159880711
751,21,20,0.000108727167294868,0.978088887048006
752,15,15,7.76622623534772E-05,0.978166549310359
753,11,11,5.69523257258833E-05,0.978223501636085
754,19,18,9.83721989810711E-05,0.978321873835066
755,14,14,7.24847781965787E-05,0.978394358613263
756,15,15,7.76622623534772E-05,0.978472020875616
757,19,18,9.83721989810711E-05,0.978570393074597
758,20,19,0.00010354968313797,0.978673942757735
759,11,10,5.69523257258833E-05,0.978730895083461
760,22,21,0.000113904651451767,0.978844799734913
761,24,24,0.000124259619765564,0.978969059354678
762,17,17,8.80172306672742E-05,0.979057076585346
763,14,14,7.24847781965787E-05,0.979129561363542
764,11,11,5.69523257258833E-05,0.979186513689268
765,16,16,8.28397465103757E-05,0.979269353435778
766,17,17,8.80172306672742E-05,0.979357370666446
767,16,15,8.28397465103757E-05,0.979440210412956
768,17,17,8.80172306672742E-05,0.979528227643623
769,20,20,0.00010354968313797,0.979631777326761
770,15,15,7.76622623534772E-05,0.979709439589115
771,19,19,9.83721989810711E-05,0.979807811788096
772,18,18,9.31947148241726E-05,0.97990100650292
773,16,15,8.28397465103757E-05,0.97998384624943
774,23,22,0.000119082135608665,0.980102928385039
775,18,18,9.31947148241726E-05,0.980196123099863
776,14,13,7.24847781965787E-05,0.98026860787806
777,12,12,6.21298098827818E-05,0.980330737687943
778,5,5,2.58874207844924E-05,0.980356625108727
779,13,13,6.73072940396802E-05,0.980423932402767
780,16,16,8.28397465103757E-05,0.980506772149277
781,16,16,8.28397465103757E-05,0.980589611895788
782,8,8,4.14198732551878E-05,0.980631031769043
783,12,12,6.21298098827818E-05,0.980693161578926
784,22,22,0.000113904651451767,0.980807066230377
785,10,10,5.17748415689848E-05,0.980858841071946
786,8,8,4.14198732551878E-05,0.980900260945202
787,7,6,3.62423890982894E-05,0.9809365033343
788,10,10,5.17748415689848E-05,0.980988278175869
789,16,14,8.28397465103757E-05,0.981071117922379
790,15,15,7.76622623534772E-05,0.981148780184733
791,10,8,5.17748415689848E-05,0.981200555026302
792,21,21,0.000108727167294868,0.981309282193596
793,11,11,5.69523257258833E-05,0.981366234519322
794,16,16,8.28397465103757E-05,0.981449074265833
795,15,15,7.76622623534772E-05,0.981526736528186
796,9,9,4.65973574120863E-05,0.981573333885598
797,16,16,8.28397465103757E-05,0.981656173632109
798,27,25,0.000139792072236259,0.981795965704345
799,10,10,5.17748415689848E-05,0.981847740545914
800,8,8,4.14198732551878E-05,0.981889160419169
801,12,10,6.21298098827818E-05,0.981951290229052
802,19,19,9.83721989810711E-05,0.982049662428033
803,17,16,8.80172306672742E-05,0.9821376796587
804,17,17,8.80172306672742E-05,0.982225696889368
805,12,12,6.21298098827818E-05,0.98228782669925
806,9,9,4.65973574120863E-05,0.982334424056662
807,11,11,5.69523257258833E-05,0.982391376382388
808,15,15,7.76622623534772E-05,0.982469038644742
809,10,10,5.17748415689848E-05,0.982520813486311
810,16,15,8.28397465103757E-05,0.982603653232821
811,7,7,3.62423890982894E-05,0.982639895621919
812,14,13,7.24847781965787E-05,0.982712380400116
813,19,19,9.83721989810711E-05,0.982810752599097
814,14,14,7.24847781965787E-05,0.982883237377294
815,15,15,7.76622623534772E-05,0.982960899639647
816,14,14,7.24847781965787E-05,0.983033384417844
817,11,11,5.69523257258833E-05,0.98309033674357
818,14,13,7.24847781965787E-05,0.983162821521766
819,16,16,8.28397465103757E-05,0.983245661268276
820,11,11,5.69523257258833E-05,0.983302613594002
821,12,12,6.21298098827818E-05,0.983364743403885
822,7,7,3.62423890982894E-05,0.983400985792983
823,8,8,4.14198732551878E-05,0.983442405666239
824,12,12,6.21298098827818E-05,0.983504535476122
825,13,13,6.73072940396802E-05,0.983571842770161
826,13,13,6.73072940396802E-05,0.983639150064201
827,11,11,5.69523257258833E-05,0.983696102389927
828,10,10,5.17748415689848E-05,0.983747877231496
829,19,19,9.83721989810711E-05,0.983846249430477
830,22,22,0.000113904651451767,0.983960154081928
831,9,9,4.65973574120863E-05,0.984006751439341
832,13,13,6.73072940396802E-05,0.98407405873338
833,19,17,9.83721989810711E-05,0.984172430932361
834,12,12,6.21298098827818E-05,0.984234560742244
835,13,13,6.73072940396802E-05,0.984301868036284
836,9,9,4.65973574120863E-05,0.984348465393696
837,14,14,7.24847781965787E-05,0.984420950171892
838,12,12,6.21298098827818E-05,0.984483079981775
839,17,17,8.80172306672742E-05,0.984571097212442
840,11,11,5.69523257258833E-05,0.984628049538168
841,12,12,6.21298098827818E-05,0.984690179348051
842,10,9,5.17748415689848E-05,0.98474195418962
843,29,27,0.000150147040550056,0.98489210123017
844,16,16,8.28397465103757E-05,0.98497494097668
845,12,12,6.21298098827818E-05,0.985037070786563
846,19,19,9.83721989810711E-05,0.985135442985544
847,14,13,7.24847781965787E-05,0.985207927763741
848,12,12,6.21298098827818E-05,0.985270057573624
849,11,11,5.69523257258833E-05,0.98532700989935
850,12,12,6.21298098827818E-05,0.985389139709232
851,10,10,5.17748415689848E-05,0.985440914550802
852,16,16,8.28397465103757E-05,0.985523754297312
853,14,14,7.24847781965787E-05,0.985596239075508
854,11,10,5.69523257258833E-05,0.985653191401234
855,15,15,7.76622623534772E-05,0.985730853663588
856,14,14,7.24847781965787E-05,0.985803338441784
857,8,8,4.14198732551878E-05,0.98584475831504
858,9,9,4.65973574120863E-05,0.985891355672452
859,10,10,5.17748415689848E-05,0.985943130514021
860,7,7,3.62423890982894E-05,0.985979372903119
861,6,6,3.10649049413909E-05,0.98601043780806
862,9,9,4.65973574120863E-05,0.986057035165472
863,13,13,6.73072940396802E-05,0.986124342459512
864,18,14,9.31947148241726E-05,0.986217537174336
865,13,13,6.73072940396802E-05,0.986284844468376
866,16,16,8.28397465103757E-05,0.986367684214886
867,9,9,4.65973574120863E-05,0.986414281572298
868,5,5,2.58874207844924E-05,0.986440168993083
869,6,6,3.10649049413909E-05,0.986471233898024
870,12,12,6.21298098827818E-05,0.986533363707907
871,9,9,4.65973574120863E-05,0.986579961065319
872,13,13,6.73072940396802E-05,0.986647268359359
873,16,16,8.28397465103757E-05,0.986730108105869
874,14,14,7.24847781965787E-05,0.986802592884066
875,7,7,3.62423890982894E-05,0.986838835273164
876,13,13,6.73072940396802E-05,0.986906142567204
877,9,9,4.65973574120863E-05,0.986952739924616
878,13,13,6.73072940396802E-05,0.987020047218656
879,7,7,3.62423890982894E-05,0.987056289607754
880,10,10,5.17748415689848E-05,0.987108064449323
881,12,11,6.21298098827818E-05,0.987170194259206
882,7,7,3.62423890982894E-05,0.987206436648304
883,12,12,6.21298098827818E-05,0.987268566458187
884,10,8,5.17748415689848E-05,0.987320341299756
885,7,7,3.62423890982894E-05,0.987356583688854
886,4,4,2.07099366275939E-05,0.987377293625482
887,10,10,5.17748415689848E-05,0.98742906846705
888,4,4,2.07099366275939E-05,0.987449778403678
889,9,9,4.65973574120863E-05,0.98749637576109
890,17,17,8.80172306672742E-05,0.987584392991757
891,9,9,4.65973574120863E-05,0.98763099034917
892,5,5,2.58874207844924E-05,0.987656877769954
893,7,7,3.62423890982894E-05,0.987693120159052
894,12,12,6.21298098827818E-05,0.987755249968935
895,8,8,4.14198732551878E-05,0.98779666984219
896,8,8,4.14198732551878E-05,0.987838089715445
897,9,9,4.65973574120863E-05,0.987884687072858
898,15,15,7.76622623534772E-05,0.987962349335211
899,4,4,2.07099366275939E-05,0.987983059271839
900,12,12,6.21298098827818E-05,0.988045189081721
901,9,9,4.65973574120863E-05,0.988091786439134
902,13,13,6.73072940396802E-05,0.988159093733173
903,6,6,3.10649049413909E-05,0.988190158638115
904,9,9,4.65973574120863E-05,0.988236755995527
905,11,11,5.69523257258833E-05,0.988293708321253
906,4,4,2.07099366275939E-05,0.98831441825788
907,7,7,3.62423890982894E-05,0.988350660646978
908,3,3,1.55324524706954E-05,0.988366193099449
909,8,8,4.14198732551878E-05,0.988407612972704
910,7,7,3.62423890982894E-05,0.988443855361803
911,7,5,3.62423890982894E-05,0.988480097750901
912,12,11,6.21298098827818E-05,0.988542227560784
913,11,11,5.69523257258833E-05,0.98859917988651
914,5,5,2.58874207844924E-05,0.988625067307294
915,3,3,1.55324524706954E-05,0.988640599759765
916,8,8,4.14198732551878E-05,0.98868201963302
917,12,12,6.21298098827818E-05,0.988744149442903
918,9,9,4.65973574120863E-05,0.988790746800315
919,13,13,6.73072940396802E-05,0.988858054094354
920,9,9,4.65973574120863E-05,0.988904651451766
921,5,5,2.58874207844924E-05,0.988930538872551
922,4,4,2.07099366275939E-05,0.988951248809179
923,8,7,4.14198732551878E-05,0.988992668682434
924,8,8,4.14198732551878E-05,0.989034088555689
925,12,12,6.21298098827818E-05,0.989096218365572
926,9,9,4.65973574120863E-05,0.989142815722984
927,9,9,4.65973574120863E-05,0.989189413080396
928,6,6,3.10649049413909E-05,0.989220477985337
929,11,11,5.69523257258833E-05,0.989277430311063
930,1,1,5.17748415689848E-06,0.98928260779522
931,5,5,2.58874207844924E-05,0.989308495216005
932,8,8,4.14198732551878E-05,0.98934991508926
933,8,8,4.14198732551878E-05,0.989391334962515
934,9,9,4.65973574120863E-05,0.989437932319927
935,12,12,6.21298098827818E-05,0.98950006212981
936,5,5,2.58874207844924E-05,0.989525949550594
937,5,5,2.58874207844924E-05,0.989551836971379
938,5,5,2.58874207844924E-05,0.989577724392163
939,8,8,4.14198732551878E-05,0.989619144265419
940,11,11,5.69523257258833E-05,0.989676096591144
941,7,7,3.62423890982894E-05,0.989712338980243
942,8,8,4.14198732551878E-05,0.989753758853498
943,9,9,4.65973574120863E-05,0.98980035621091
944,7,7,3.62423890982894E-05,0.989836598600008
945,5,5,2.58874207844924E-05,0.989862486020793
946,7,7,3.62423890982894E-05,0.989898728409891
947,9,9,4.65973574120863E-05,0.989945325767303
948,11,11,5.69523257258833E-05,0.990002278093029
949,5,5,2.58874207844924E-05,0.990028165513814
950,10,10,5.17748415689848E-05,0.990079940355382
951,8,8,4.14198732551878E-05,0.990121360228638
952,5,5,2.58874207844924E-05,0.990147247649422
953,3,3,1.55324524706954E-05,0.990162780101893
954,6,5,3.10649049413909E-05,0.990193845006834
955,2,2,1.0354968313797E-05,0.990204199975148
956,11,11,5.69523257258833E-05,0.990261152300874
957,9,9,4.65973574120863E-05,0.990307749658286
958,3,3,1.55324524706954E-05,0.990323282110757
959,7,7,3.62423890982894E-05,0.990359524499855
960,6,6,3.10649049413909E-05,0.990390589404796
961,7,7,3.62423890982894E-05,0.990426831793895
962,8,8,4.14198732551878E-05,0.99046825166715
963,9,9,4.65973574120863E-05,0.990514849024562
964,6,5,3.10649049413909E-05,0.990545913929503
965,5,5,2.58874207844924E-05,0.990571801350288
966,4,4,2.07099366275939E-05,0.990592511286915
967,6,6,3.10649049413909E-05,0.990623576191857
968,6,6,3.10649049413909E-05,0.990654641096798
969,7,7,3.62423890982894E-05,0.990690883485896
970,5,5,2.58874207844924E-05,0.990716770906681
971,7,7,3.62423890982894E-05,0.990753013295779
972,12,10,6.21298098827818E-05,0.990815143105662
973,3,3,1.55324524706954E-05,0.990830675558133
974,7,7,3.62423890982894E-05,0.990866917947231
975,8,8,4.14198732551878E-05,0.990908337820486
976,5,5,2.58874207844924E-05,0.990934225241271
977,3,3,1.55324524706954E-05,0.990949757693742
978,7,7,3.62423890982894E-05,0.99098600008284
979,6,6,3.10649049413909E-05,0.991017064987781
980,7,7,3.62423890982894E-05,0.991053307376879
981,5,5,2.58874207844924E-05,0.991079194797664
982,7,7,3.62423890982894E-05,0.991115437186762
983,8,8,4.14198732551878E-05,0.991156857060017
984,4,4,2.07099366275939E-05,0.991177566996645
985,5,5,2.58874207844924E-05,0.99120345441743
986,4,4,2.07099366275939E-05,0.991224164354057
987,10,10,5.17748415689848E-05,0.991275939195626
988,6,6,3.10649049413909E-05,0.991307004100568
989,6,4,3.10649049413909E-05,0.991338069005509
990,8,8,4.14198732551878E-05,0.991379488878764
991,6,6,3.10649049413909E-05,0.991410553783705
992,3,3,1.55324524706954E-05,0.991426086236176
993,7,7,3.62423890982894E-05,0.991462328625274
994,7,7,3.62423890982894E-05,0.991498571014373
995,7,7,3.62423890982894E-05,0.991534813403471
996,3,3,1.55324524706954E-05,0.991550345855942
997,6,6,3.10649049413909E-05,0.991581410760883
998,5,5,2.58874207844924E-05,0.991607298181668
999,4,4,2.07099366275939E-05,0.991628008118295
1000,7,7,3.62423890982894E-05,0.991664250507393
1001,6,6,3.10649049413909E-05,0.991695315412335
1002,8,8,4.14198732551878E-05,0.99173673528559
1003,2,2,1.0354968313797E-05,0.991747090253904
1004,6,6,3.10649049413909E-05,0.991778155158845
1005,8,8,4.14198732551878E-05,0.9918195750321
1006,6,6,3.10649049413909E-05,0.991850639937042
1007,6,6,3.10649049413909E-05,0.991881704841983
1008,10,10,5.17748415689848E-05,0.991933479683552
1009,2,2,1.0354968313797E-05,0.991943834651866
1010,4,4,2.07099366275939E-05,0.991964544588494
1011,5,5,2.58874207844924E-05,0.991990432009278
1012,8,8,4.14198732551878E-05,0.992031851882533
1013,5,5,2.58874207844924E-05,0.992057739303318
1014,6,6,3.10649049413909E-05,0.992088804208259
1015,5,5,2.58874207844924E-05,0.992114691629044
1016,3,3,1.55324524706954E-05,0.992130224081514
1017,4,4,2.07099366275939E-05,0.992150934018142
1018,5,5,2.58874207844924E-05,0.992176821438926
1019,2,2,1.0354968313797E-05,0.99218717640724
1020,1,1,5.17748415689848E-06,0.992192353891397
1021,4,4,2.07099366275939E-05,0.992213063828025
1022,8,8,4.14198732551878E-05,0.99225448370128
1023,2,2,1.0354968313797E-05,0.992264838669594
1024,5,5,2.58874207844924E-05,0.992290726090378
1025,3,3,1.55324524706954E-05,0.992306258542849
1026,4,4,2.07099366275939E-05,0.992326968479476
1027,3,3,1.55324524706954E-05,0.992342500931947
1028,3,3,1.55324524706954E-05,0.992358033384418
1029,8,5,4.14198732551878E-05,0.992399453257673
1030,8,8,4.14198732551878E-05,0.992440873130928
1031,3,3,1.55324524706954E-05,0.992456405583399
1032,4,4,2.07099366275939E-05,0.992477115520027
1033,3,3,1.55324524706954E-05,0.992492647972497
1034,6,6,3.10649049413909E-05,0.992523712877439
1035,5,5,2.58874207844924E-05,0.992549600298223
1036,6,6,3.10649049413909E-05,0.992580665203164
1038,8,8,4.14198732551878E-05,0.99262208507642
1039,6,5,3.10649049413909E-05,0.992653149981361
1040,6,6,3.10649049413909E-05,0.992684214886302
1041,2,2,1.0354968313797E-05,0.992694569854616
1042,3,3,1.55324524706954E-05,0.992710102307087
1043,5,5,2.58874207844924E-05,0.992735989727871
1044,4,4,2.07099366275939E-05,0.992756699664499
1045,7,7,3.62423890982894E-05,0.992792942053597
1046,3,3,1.55324524706954E-05,0.992808474506068
1047,1,1,5.17748415689848E-06,0.992813651990225
1048,5,5,2.58874207844924E-05,0.992839539411009
1049,4,4,2.07099366275939E-05,0.992860249347637
1050,5,5,2.58874207844924E-05,0.992886136768422
1051,1,1,5.17748415689848E-06,0.992891314252578
1052,8,8,4.14198732551878E-05,0.992932734125834
1053,3,3,1.55324524706954E-05,0.992948266578304
1054,4,4,2.07099366275939E-05,0.992968976514932
1055,7,7,3.62423890982894E-05,0.99300521890403
1056,6,6,3.10649049413909E-05,0.993036283808972
1057,8,8,4.14198732551878E-05,0.993077703682227
1058,3,3,1.55324524706954E-05,0.993093236134697
1059,2,2,1.0354968313797E-05,0.993103591103011
1060,8,8,4.14198732551878E-05,0.993145010976266
1061,5,5,2.58874207844924E-05,0.993170898397051
1062,5,5,2.58874207844924E-05,0.993196785817835
1063,3,3,1.55324524706954E-05,0.993212318270306
1064,8,8,4.14198732551878E-05,0.993253738143561
1065,7,7,3.62423890982894E-05,0.99328998053266
1066,8,6,4.14198732551878E-05,0.993331400405915
1067,4,3,2.07099366275939E-05,0.993352110342542
1068,4,4,2.07099366275939E-05,0.99337282027917
1069,4,4,2.07099366275939E-05,0.993393530215798
1070,2,2,1.0354968313797E-05,0.993403885184111
1071,6,6,3.10649049413909E-05,0.993434950089053
1072,3,3,1.55324524706954E-05,0.993450482541523
1073,4,4,2.07099366275939E-05,0.993471192478151
1074,3,3,1.55324524706954E-05,0.993486724930622
1075,2,2,1.0354968313797E-05,0.993497079898935
1076,2,2,1.0354968313797E-05,0.993507434867249
1077,3,3,1.55324524706954E-05,0.99352296731972
1078,2,2,1.0354968313797E-05,0.993533322288034
1079,3,3,1.55324524706954E-05,0.993548854740504
1080,1,1,5.17748415689848E-06,0.993554032224661
1081,2,2,1.0354968313797E-05,0.993564387192975
1082,4,4,2.07099366275939E-05,0.993585097129603
1083,3,3,1.55324524706954E-05,0.993600629582073
1084,2,2,1.0354968313797E-05,0.993610984550387
1085,4,4,2.07099366275939E-05,0.993631694487015
1086,7,7,3.62423890982894E-05,0.993667936876113
1087,2,2,1.0354968313797E-05,0.993678291844427
1088,3,3,1.55324524706954E-05,0.993693824296898
1089,8,8,4.14198732551878E-05,0.993735244170153
1090,4,4,2.07099366275939E-05,0.99375595410678
1091,3,3,1.55324524706954E-05,0.993771486559251
1093,3,3,1.55324524706954E-05,0.993787019011722
1094,1,1,5.17748415689848E-06,0.993792196495879
1095,4,4,2.07099366275939E-05,0.993812906432506
1096,1,1,5.17748415689848E-06,0.993818083916663
1097,3,3,1.55324524706954E-05,0.993833616369134
1098,3,3,1.55324524706954E-05,0.993849148821604
1099,4,4,2.07099366275939E-05,0.993869858758232
1100,3,3,1.55324524706954E-05,0.993885391210703
1101,2,2,1.0354968313797E-05,0.993895746179017
1102,2,2,1.0354968313797E-05,0.993906101147331
1103,3,3,1.55324524706954E-05,0.993921633599801
1104,5,5,2.58874207844924E-05,0.993947521020586
1106,7,7,3.62423890982894E-05,0.993983763409684
1107,1,1,5.17748415689848E-06,0.993988940893841
1108,2,2,1.0354968313797E-05,0.993999295862155
1110,2,2,1.0354968313797E-05,0.994009650830468
1111,4,4,2.07099366275939E-05,0.994030360767096
1112,7,7,3.62423890982894E-05,0.994066603156194
1113,3,3,1.55324524706954E-05,0.994082135608665
1114,5,5,2.58874207844924E-05,0.99410802302945
1115,1,1,5.17748415689848E-06,0.994113200513606
1116,5,3,2.58874207844924E-05,0.994139087934391
1117,2,2,1.0354968313797E-05,0.994149442902705
1118,1,1,5.17748415689848E-06,0.994154620386862
1119,2,2,1.0354968313797E-05,0.994164975355175
1120,1,1,5.17748415689848E-06,0.994170152839332
1121,1,1,5.17748415689848E-06,0.994175330323489
1122,4,4,2.07099366275939E-05,0.994196040260117
1123,7,3,3.62423890982894E-05,0.994232282649215
1124,3,3,1.55324524706954E-05,0.994247815101686
1125,2,2,1.0354968313797E-05,0.99425817007
1126,1,1,5.17748415689848E-06,0.994263347554156
1127,2,2,1.0354968313797E-05,0.99427370252247
1128,5,5,2.58874207844924E-05,0.994299589943255
1129,6,6,3.10649049413909E-05,0.994330654848196
1130,4,4,2.07099366275939E-05,0.994351364784824
1131,3,3,1.55324524706954E-05,0.994366897237294
1132,6,6,3.10649049413909E-05,0.994397962142236
1133,5,5,2.58874207844924E-05,0.99442384956302
1134,3,3,1.55324524706954E-05,0.994439382015491
1135,4,4,2.07099366275939E-05,0.994460091952119
1136,2,2,1.0354968313797E-05,0.994470446920432
1137,4,4,2.07099366275939E-05,0.99449115685706
1138,2,2,1.0354968313797E-05,0.994501511825374
1139,7,6,3.62423890982894E-05,0.994537754214472
1140,3,3,1.55324524706954E-05,0.994553286666943
1141,3,3,1.55324524706954E-05,0.994568819119414
1142,3,3,1.55324524706954E-05,0.994584351571884
1143,5,5,2.58874207844924E-05,0.994610238992669
1144,2,2,1.0354968313797E-05,0.994620593960982
1145,3,3,1.55324524706954E-05,0.994636126413453
1146,2,2,1.0354968313797E-05,0.994646481381767
1147,5,5,2.58874207844924E-05,0.994672368802551
1148,3,3,1.55324524706954E-05,0.994687901255022
1149,1,1,5.17748415689848E-06,0.994693078739179
1150,2,2,1.0354968313797E-05,0.994703433707493
1151,3,3,1.55324524706954E-05,0.994718966159964
1152,2,2,1.0354968313797E-05,0.994729321128277
1153,3,3,1.55324524706954E-05,0.994744853580748
1154,1,1,5.17748415689848E-06,0.994750031064905
1155,1,1,5.17748415689848E-06,0.994755208549062
1156,1,1,5.17748415689848E-06,0.994760386033219
1157,1,1,5.17748415689848E-06,0.994765563517376
1158,1,1,5.17748415689848E-06,0.994770741001532
1159,8,8,4.14198732551878E-05,0.994812160874788
1160,3,3,1.55324524706954E-05,0.994827693327258
1161,1,1,5.17748415689848E-06,0.994832870811415
1162,3,3,1.55324524706954E-05,0.994848403263886
1163,2,2,1.0354968313797E-05,0.9948587582322
1165,1,1,5.17748415689848E-06,0.994863935716357
1166,4,4,2.07099366275939E-05,0.994884645652984
