f,cnt,developers,prob,agg
167,53367,22026,0.000914827466388872,0.834975629799921
168,53375,21869,0.00091496460394075,0.835890594403862
169,53090,21626,0.000910079078655071,0.836800673482517
170,52357,21368,0.000897513850464185,0.837698187332981
171,50504,21058,0.000865749365010279,0.838563936697992
172,50215,20969,0.000860795270948661,0.83942473196894
173,48314,20588,0.000828207960183483,0.840252939929124
174,47578,20545,0.000815591305410642,0.841068531234535
175,47111,20427,0.000807585900819723,0.841876117135354
176,50768,20131,0.000870274904222277,0.842746392039576
177,46078,19961,0.000789878014433385,0.84353627005401
178,45831,19945,0.000785643892519129,0.844321913946529
179,45025,19685,0.00077182728416735,0.845093741230696
180,44727,19694,0.000766718910359868,0.845860460141056
181,48634,19454,0.000833693462258631,0.846694153603315
182,43768,19324,0.000750279546328408,0.847444433149643
183,43856,19429,0.000751788059399074,0.848196221209042
184,43490,19291,0.000745514016400623,0.848941735225443
185,43181,19326,0.000740217078459308,0.849681952303902
186,43261,19000,0.000741588453978095,0.85042354075788
187,42815,19183,0.000733943035460857,0.851157483793341
188,44039,18980,0.000754925080898299,0.851912408874239
189,44535,18854,0.000763427609114779,0.852675836483354
190,42617,18759,0.000730548881051859,0.853406385364406
191,41363,18680,0.000709052569794871,0.854115437934201
192,41985,18651,0.000719715014453441,0.854835152948655
193,41290,18336,0.000707801189633978,0.855542954138289
194,41872,18357,0.000717777946533154,0.856260732084822
195,41994,18439,0.000719869294199304,0.856980601379021
196,43280,18343,0.000741914155663807,0.857722515534685
197,42969,18531,0.000736582933334522,0.858459098468019
198,42741,18463,0.000732674513105979,0.859191772981125
199,43000,18441,0.000737114341348052,0.859928887322473
200,41606,17916,0.000713218122933187,0.860642105445407
201,40040,17729,0.00068637344715293,0.861328478892559
202,40970,17780,0.00070231568755883,0.862030794580118
203,41177,17635,0.000705864121713691,0.862736658701832
204,38918,17533,0.000667139905501941,0.863403798607334
205,38615,17339,0.000661945820724535,0.864065744428058
206,39324,17217,0.000674099636259786,0.864739844064318
207,37342,17248,0.000640123807781836,0.8653799678721
208,38689,17116,0.000663214343079414,0.866043182215179
209,36901,17048,0.000632564100234522,0.866675746315414
210,36223,16875,0.000620941692712802,0.867296688008127
211,35505,16688,0.000608633597431688,0.867905321605558
212,35111,16541,0.000601879573001662,0.86850720117856
213,34362,16343,0.000589040069707018,0.869096241248267
214,33858,16329,0.000580400403938659,0.869676641652206
215,34411,16299,0.000589880037212275,0.870266521689418
216,35819,16314,0.000614016246342927,0.870880537935761
217,34585,16250,0.000592862778965637,0.871473400714727
218,34858,16050,0.000597542597923497,0.87207094331265
219,34168,15941,0.000585714484073959,0.872656657796724
220,33662,15945,0.000577040533917631,0.873233698330642
221,33076,15772,0.000566995208242515,0.873800693538884
222,32809,15593,0.000562418242448564,0.874363111781333
223,32215,15514,0.00055223577922157,0.874915347560554
224,32530,15469,0.000557635570326794,0.875472983130881
225,31790,15360,0.000544950346778013,0.876017933477659
226,31939,15180,0.000547504533681754,0.876565438011341
227,30645,14925,0.000525322534665373,0.877090760546006
228,30504,14884,0.000522905485313511,0.87761366603132
229,29811,14903,0.000511025944882018,0.878124691976202
230,29824,14756,0.000511248793403821,0.878635940769606
231,28367,14660,0.000486272616767911,0.879122213386374
232,28520,14503,0.000488895372447592,0.879611108758821
233,28681,14679,0.000491655265679151,0.8801027640245
234,29165,14374,0.000499952087567812,0.880602716112068
235,28180,14342,0.000483067026492747,0.881085783138561
236,27194,14099,0.000466164823223696,0.881551947961785
237,27305,14149,0.000468067606756013,0.882020015568541
238,27292,13932,0.00046784475823421,0.882487860326775
239,26330,13771,0.000451353967620795,0.882939214294396
240,26665,13918,0.000457096602605716,0.883396310897001
241,26196,13757,0.000449056913626827,0.883845367810628
242,26172,13611,0.000448645500971191,0.884294013311599
243,25602,13524,0.000438874450399833,0.884732887761999
244,25537,13330,0.000437760207790819,0.88517064796979
245,25307,13361,0.000433817503174306,0.885604465472964
246,25195,13265,0.000431897577448004,0.886036363050412
247,25099,13152,0.000430251926825459,0.886466614977238
248,24803,12967,0.000425177837405947,0.886891792814644
249,24153,13012,0.000414035411315802,0.887305828225959
250,24093,12989,0.000413006879676712,0.887718835105636
251,24639,12951,0.000422366517592434,0.888141201623229
252,23662,12848,0.000405618594069247,0.888546820217298
253,23554,12723,0.000403767237118884,0.888950587454417
254,23432,12775,0.000401675889452734,0.889352263343869
255,23878,12705,0.000409321307969972,0.88976158465184
256,23942,12387,0.000410418408385001,0.890172003060224
257,22929,12490,0.00039305336587836,0.890565056426103
258,22693,12417,0.000389007808097938,0.890954064234201
259,22677,12462,0.000388733532994181,0.891342797767195
260,22181,12301,0.000380231004777701,0.891723028771973
261,22036,12256,0.000377745386649899,0.892100774158623
262,22208,12388,0.000380693844015291,0.892481468002638
263,21952,12145,0.000376305442355173,0.892857773444993
264,21748,12127,0.000372808434782266,0.893230581879775
265,21516,12078,0.000368831445777783,0.893599413325553
266,21008,11818,0.000360123211233485,0.893959536536786
267,20721,11655,0.000355203401559837,0.894314739938346
268,21043,11932,0.000360723188022955,0.894675463126369
269,20995,11733,0.000359900362711683,0.895035363489081
270,20940,11874,0.000358957542042516,0.895394321031123
271,20903,11724,0.000358323280865077,0.895752644311989
272,20660,11537,0.000354157727726762,0.896106802039715
273,20643,11504,0.000353866310429019,0.896460668350144
274,20479,11628,0.000351054990615506,0.89681172334076
275,20150,11416,0.000345415208794494,0.897157138549554
276,20231,11482,0.000346803726507266,0.897503942276062
277,20257,11520,0.000347249423550872,0.897851191699612
278,20051,11367,0.000343718131589995,0.898194909831203
279,19737,11185,0.000338335482678756,0.898533245313881
280,19818,11264,0.000339724000391528,0.898872969314273
281,19258,11099,0.000330124371760018,0.899203093686033
282,20130,11100,0.000345072364914797,0.899548166050948
283,20031,11152,0.000343375287710298,0.899891541338658
284,19663,11095,0.000337066960323878,0.900228608298982
285,19242,11297,0.000329850096656261,0.900558458395638
286,19266,10851,0.000330261509311897,0.90088871990495
287,19287,10943,0.000330621495385578,0.901219341400335
288,19261,10722,0.000330175798341973,0.901549517198677
289,19021,10852,0.000326061671785611,0.901875578870463
290,19136,10744,0.000328033024093868,0.902203611894557
291,18530,10745,0.000317644854539056,0.902521256749096
292,19394,10672,0.000332455710141956,0.902853712459238
293,18841,10655,0.000322976076868341,0.903176688536106
294,18952,10592,0.000324878860400658,0.903501567396507
295,18237,10581,0.000312622191701498,0.903814189588208
296,19081,10569,0.000327090203424702,0.904141279791633
297,18228,10436,0.000312467911955635,0.904453747703589
298,18541,10540,0.000317833418672889,0.904771581122262
299,18975,10423,0.000325273130862309,0.905096854253124
300,18823,10447,0.000322667517376613,0.905419521770501
301,18543,10292,0.000317867703060859,0.905737389473562
302,18103,10233,0.00031032513770753,0.906047714611269
303,18041,10144,0.00030926232168047,0.906356976932949
304,18382,10213,0.0003151078098293,0.906672084742779
305,18075,10157,0.000309845156275954,0.906981929899055
306,18171,10117,0.000311490806898499,0.907293420705953
307,17423,9932,0.00029866844579784,0.907592089151751
308,17202,9956,0.00029488002092719,0.907886969172678
309,17709,9996,0.000303571113277503,0.908190540285956
310,17448,9969,0.000299097000647461,0.908489637286603
311,17277,9858,0.000296165685476053,0.908785802972079
312,17202,9697,0.00029488002092719,0.909080682993007
313,17872,9995,0.000306365290897032,0.909387048283903
314,17061,9711,0.000292462971575328,0.909679511255479
315,17163,9642,0.000294211475361782,0.909973722730841
316,17006,9701,0.000291520150906162,0.910265242881747
317,16994,9465,0.000291314444578344,0.910556557326325
318,16430,9476,0.000281646247170895,0.910838203573496
319,16439,9420,0.000281800526916759,0.911120004100413
320,16576,9559,0.000284149007492682,0.911404153107906
321,16495,9379,0.00028276048977991,0.911686913597685
322,16466,9306,0.000282263366154349,0.91196917696384
323,16535,9315,0.000283446177539303,0.912252623141379
324,16315,9394,0.000279674894862639,0.912532298036242
325,16005,9256,0.000274360814727339,0.912806658850969
326,16543,9393,0.000283583315091182,0.91309024216606
327,16065,9054,0.000275389346366429,0.913365631512427
328,16162,9256,0.000277052139182958,0.91364268365161
329,16816,9188,0.000288263134049043,0.913930946785659
330,15794,8983,0.000270743811796538,0.914201690597455
331,15912,9102,0.000272766590686749,0.914474457188142
332,16107,8928,0.000276109318513792,0.914750566506656
333,16007,9058,0.000274395099115308,0.915024961605771
334,15624,8899,0.000267829638819115,0.91529279124459
335,15264,8854,0.000261658448984574,0.915554449693575
336,15822,8830,0.000271223793228113,0.915825673486803
337,17935,8775,0.000307445249118077,0.916133118735921
338,15988,8708,0.000274069397429597,0.916407188133351
339,15801,8639,0.000270863807154432,0.916678051940505
340,17918,8829,0.000307153831820335,0.916985205772325
341,16233,8620,0.000278269234955882,0.917263475007281
342,16134,8568,0.000276572157751383,0.917540047165033
343,15108,8534,0.000258984266722939,0.917799031431755
344,15797,8611,0.000270795238378492,0.918069826670134
345,15885,8527,0.000272303751449158,0.918342130421583
346,15649,8599,0.000268258193668736,0.918610388615252
347,15243,8460,0.000261298462910892,0.918871687078163
348,14968,8541,0.000256584359565061,0.919128271437728
349,15392,8452,0.000263852649814633,0.919392124087542
350,14329,8343,0.00024563049760875,0.919637754585151
351,14370,8152,0.000246333327562128,0.919884087912713
352,14481,8296,0.000248236111094445,0.920132324023808
353,14785,8244,0.000253447338065836,0.920385771361874
354,14406,8257,0.000246950446545582,0.920632721808419
355,14114,8220,0.000241944925902009,0.920874666734321
356,14563,8085,0.000249641771001202,0.921124308505322
357,13807,7993,0.000236682272348664,0.921360990777671
358,14112,8128,0.00024191064151404,0.921602901419185
359,13958,8011,0.000239270743640375,0.921842172162826
360,14243,8021,0.000244156268926054,0.922086328431752
361,14168,8104,0.000242870604377191,0.922329199036129
362,14696,8020,0.000251921682801185,0.92258112071893
363,13320,7934,0.000228334023878048,0.922809454742808
364,13277,7820,0.0002275969095367,0.923037051652345
365,13426,7780,0.000230151096440441,0.923267202748785
366,13303,7808,0.000228042606580305,0.923495245355365
367,13017,7678,0.000223139939100642,0.923718385294466
368,13557,7708,0.000232396723852454,0.923950782018319
369,13193,7738,0.000226156965241973,0.92417693898356
370,13012,7512,0.000223054228130717,0.924399993211691
371,13273,7646,0.00022752834076076,0.924627521552452
372,13031,7647,0.000223379929816429,0.924850901482268
373,13048,7492,0.000223671347114172,0.925074572829383
374,12847,7447,0.000220225766123219,0.925294798595506
375,12590,7526,0.000215820222269116,0.925510618817775
376,13012,7528,0.000223054228130717,0.925733673045906
377,12844,7513,0.000220174339541265,0.925953847385447
378,12848,7441,0.000220242908317204,0.926174090293764
379,13030,7409,0.000223362787622445,0.926397453081387
380,12752,7416,0.000218597257694659,0.926616050339081
381,12558,7190,0.000215271672061601,0.926831322011143
382,13793,7430,0.000236442281632876,0.927067764292775
383,12635,7291,0.000216591620998433,0.927284355913774
384,12511,7246,0.000214465988944313,0.927498821902718
385,12444,7279,0.000213317461947329,0.927712139364666
386,12569,7160,0.000215460236195434,0.927927599600861
387,12946,7240,0.000221922843327718,0.928149522444189
388,12465,7323,0.000213677448021011,0.92836319989221
389,11942,7110,0.00020471208056694,0.928567911972777
390,13046,7208,0.000223637062726202,0.928791549035503
391,13070,7232,0.000224048475381838,0.929015597510885
392,12508,7128,0.000214414562362359,0.929230012073247
393,12532,7040,0.000214825975017995,0.929444838048265
394,12868,7065,0.000220585752196901,0.929665423800462
395,12102,6936,0.000207454831604514,0.929872878632067
396,12763,7078,0.000218785821828493,0.930091664453895
397,12151,6969,0.000208294799109772,0.930299959253005
398,13132,6884,0.000225111291408898,0.930525070544414
399,12390,6794,0.000212391783472148,0.930737462327886
400,13267,6912,0.000227425487596851,0.930964887815483
401,12071,6984,0.000206923423590984,0.931171811239074
402,13492,6868,0.00023128248124344,0.931403093720317
403,11779,6946,0.000201917902947412,0.931605011623265
404,13621,6864,0.000233493824267484,0.931838505447532
405,12315,6844,0.000211106118923285,0.932049611566455
406,13356,6833,0.000228951142861502,0.932278562709317
407,12189,6720,0.000208946202481195,0.932487508911798
408,12694,6935,0.000217603010443539,0.932705111922242
409,12618,6733,0.000216300203700691,0.932921412125942
410,13683,6824,0.000234556640294544,0.933155968766237
411,12073,6760,0.000206957707978954,0.933362926474216
412,12799,6807,0.000219402940811947,0.933582329415028
413,11948,6661,0.000204814933730849,0.933787144348759
414,12689,6696,0.000217517299473615,0.934004661648232
415,12271,6691,0.000210351862387952,0.93421501351062
416,12006,6559,0.00020580918098197,0.934420822691602
417,12153,6756,0.000208329083497741,0.9346291517751
418,12852,6672,0.000220311477093143,0.934849463252193
419,13048,6654,0.000223671347114172,0.935073134599307
420,13558,6581,0.000232413866046439,0.935305548465354
421,12641,6629,0.000216694474162342,0.935522242939516
422,13680,6651,0.000234505213712589,0.935756748153229
423,12966,6569,0.000222265687207415,0.935979013840436
424,13533,6751,0.000231985311196818,0.936210999151633
425,12763,6525,0.000218785821828493,0.936429784973461
426,11960,6496,0.000205020640058667,0.93663480561352
427,13190,6465,0.000226105538660019,0.93686091115218
428,13389,6542,0.000229516835263002,0.937090427987443
429,12108,6579,0.000207557684768424,0.937297985672211
430,12619,6367,0.000216317345894676,0.937514303018106
431,11816,6438,0.000202552164124851,0.937716855182231
432,13336,6374,0.000228608298981805,0.937945463481213
433,13207,6463,0.000226396955957761,0.93817186043717
434,14561,6496,0.000249607486613232,0.938421467923784
435,12127,6471,0.000207883386454135,0.938629351310238
436,12671,6462,0.000217208739981888,0.93884656005022
437,11761,6224,0.000201609343455685,0.939048169393675
438,12225,6366,0.00020956332146465,0.93925773271514
439,11565,6271,0.000198249473434656,0.939455982188575
440,11332,6209,0.000194255342236189,0.939650237530811
441,12653,6243,0.00021690018049016,0.939867137711301
442,12249,6231,0.000209974734120286,0.940077112445421
443,11390,6097,0.00019524958948731,0.940272362034909
444,11725,6192,0.00020099222447223,0.940473354259381
445,11880,6111,0.00020364926453988,0.940677003523921
446,11767,6060,0.000201712196619594,0.94087871572054
447,10864,6009,0.000186232795451285,0.941064948515992
448,10996,5993,0.000188495565057283,0.941253444081049
449,11108,5953,0.000190415490783585,0.941443859571833
450,11900,5920,0.000203992108419577,0.941647851680252
451,11061,6078,0.000189609807666298,0.941837461487918
452,10687,5928,0.000183198627115968,0.942020660115034
453,10311,5884,0.000176753162177669,0.942197413277212
454,10900,5836,0.000186849914434739,0.942384263191647
455,10337,5785,0.000177198859221275,0.942561462050868
456,10189,5817,0.000174661814511519,0.94273612386538
457,10749,5716,0.000184261443143028,0.942920385308523
458,10371,5659,0.000177781693816759,0.943098167002339
459,9832,5642,0.000168542051258931,0.943266709053598
460,10988,5580,0.000188358427505405,0.943455067481104
461,9838,5621,0.00016864490442284,0.943623712385527
462,10267,5685,0.000175998905642336,0.943799711291169
463,10334,5599,0.00017714743263932,0.943976858723808
464,10739,5566,0.00018409002120318,0.944160948745011
465,10411,5609,0.000178467381576153,0.944339416126588
466,9876,5585,0.000169296307794264,0.944508712434382
467,9837,5470,0.000168627762228855,0.944677340196611
468,9960,5415,0.000170736252088991,0.9448480764487
469,9328,5377,0.000159902385490573,0.94500797883419
470,10822,5466,0.000185512823303921,0.945193491657494
471,9598,5475,0.000164530777866479,0.945358022435361
472,10716,5454,0.000183695750741528,0.945541718186102
473,9697,5379,0.000166227855070978,0.945707946041173
474,9877,5483,0.000169313449988249,0.945877259491161
475,9405,5360,0.000161222334427405,0.946038481825589
476,10203,5465,0.000174901805227306,0.946213383630816
477,9319,5469,0.000159748105744709,0.946373131736561
478,10034,5312,0.000172004774443869,0.946545136511005
479,9613,5343,0.000164787910776252,0.946709924421781
480,9578,5351,0.000164187933986782,0.946874112355768
481,9425,5265,0.000161565178307102,0.947035677534075
482,9005,5214,0.00015436545683347,0.947190042990908
483,9368,5362,0.000160588073249966,0.947350631064158
484,9153,5222,0.000156902501543226,0.947507533565701
485,8965,5225,0.000153679769074076,0.947661213334776
486,9622,5204,0.000164942190522115,0.947826155525298
487,8829,5212,0.000151348430692138,0.94797750395599
488,9177,5279,0.000157313914198862,0.948134817870189
489,9631,5233,0.000165096470267979,0.948299914340457
490,9550,5269,0.000163707952555207,0.948463622293012
491,9019,5238,0.000154605447549258,0.948618227740561
492,9319,5242,0.000159748105744709,0.948777975846306
493,9787,5218,0.000167770652529614,0.948945746498835
494,9405,5216,0.000161222334427405,0.949106968833263
495,8821,5154,0.00015121129314026,0.949258180126403
496,8754,5104,0.000150062766143275,0.949408242892546
497,8476,5121,0.00014529723621549,0.949553540128762
498,9407,5246,0.000161256618815375,0.949714796747577
499,8508,5039,0.000145845786423005,0.949860642534
500,9478,5210,0.000162473714588298,0.950023116248589
501,8571,5090,0.00014692574464405,0.950170041993233
502,8768,5071,0.000150302756859063,0.950320344750092
503,8623,5092,0.000147817138731262,0.950468161888823
504,8563,5147,0.000146788607092171,0.950614950495915
505,8900,5152,0.000152565526465062,0.95076751602238
506,9386,5164,0.000160896632741693,0.950928412655122
507,9416,5029,0.000161410898561238,0.951089823553683
508,8749,5091,0.000149977055173351,0.951239800608856
509,8547,5025,0.000146514331988414,0.951386314940845
510,8885,4960,0.000152308393555289,0.9515386233344
511,8876,5037,0.000152154113809426,0.95169077744821
512,8486,5082,0.000145468658155339,0.951836246106365
513,8933,4901,0.000153131218866562,0.951989377325231
514,8861,5014,0.000151896980899653,0.952141274306131
515,8504,4975,0.000145777217647066,0.952287051523778
516,8481,5069,0.000145382947185415,0.952432434470964
517,8529,4803,0.000146205772496687,0.95257864024346
518,8368,4859,0.000143445879265128,0.952722086122725
519,8733,4900,0.000149702780069594,0.952871788902795
520,8788,4845,0.00015064560073876,0.953022434503534
521,8054,4737,0.000138063230353889,0.953160497733888
522,8148,4846,0.000139674596588463,0.953300172330476
523,9997,4792,0.00017137051326643,0.953471542843742
524,8638,4846,0.000148074271641034,0.953619617115383
525,8471,4773,0.000145211525245566,0.953764828640629
526,8608,4709,0.000147560005821489,0.953912388646451
527,8899,4772,0.000152548384271077,0.954064937030722
528,8868,4768,0.000152016976257547,0.954216954006979
529,8101,4752,0.000138868913471176,0.95435582292045
530,9414,4757,0.000161376614173269,0.954517199534624
531,8355,4609,0.000143223030743325,0.954660422565367
532,8019,4612,0.000137463253564419,0.954797885818931
533,8199,4575,0.00014054884848169,0.954938434667413
534,8508,4657,0.000145845786423005,0.955084280453836
535,7697,4538,0.000131943467101301,0.955216223920937
536,8738,4502,0.000149788491039518,0.955366012411977
537,8141,4635,0.00013955460123057,0.955505567013208
538,7955,4487,0.00013636615314939,0.955641933166357
539,7649,4425,0.000131120641790029,0.955773053808147
540,7567,4456,0.000129714981883272,0.95590276879003
541,7553,4479,0.000129474991167485,0.956032243781198
542,8101,4520,0.000138868913471176,0.956171112694669
543,8258,4519,0.000141560237926796,0.956312672932596
544,7838,4352,0.000134360516453164,0.956447033449049
545,8846,4377,0.000151639847989881,0.956598673297039
546,7578,4472,0.000129903546017106,0.956728576843056
547,8580,4313,0.000147080024389914,0.956875656867446
548,8193,4319,0.000140445995317781,0.957016102862763
549,7306,4271,0.000125240869253229,0.957141343732017
550,8230,4387,0.00014108025649522,0.957282423988512
551,8662,4335,0.00014848568429667,0.957430909672809
552,7569,4295,0.000129749266271242,0.95756065893908
553,8815,4355,0.000151108439976351,0.957711767379056
554,7308,4254,0.000125275153641199,0.957837042532697
555,7454,4227,0.000127777913962986,0.95796482044666
556,7377,4263,0.000126457965026153,0.958091278411687
557,7866,4229,0.000134840497884739,0.958226118909571
