Preference,Accuracy,Independent Prob.,Lift,preference,control,control_val
popularity_group,1.0,0.29550806163737214,2.384002434516096,popularity_group,dev_group,Large
popularity_group,1.0,0.41494566015451617,1.409954112130304,popularity_group,dev_group,Medium
popularity_group,1.0,0.49242205101686287,1.0307782682253506,popularity_group,dev_group,Small
popularity_group,1.0,0.6237232040714683,0.6032752885772334,popularity_group,dev_group,Single
popularity_group,1.0,0.4042464664449529,1.4737383824137202,popularity_group,is_employee,False
popularity_group,,0.0,,popularity_group,is_employee,
popularity_group,1.0,0.3771990283606734,1.6511202967463938,popularity_group,is_employee,True
popularity_group,1.0,0.32783747817772774,2.050291887182827,popularity_group,license_group,Closed
popularity_group,1.0,0.32523038597453985,2.074743453024969,popularity_group,license_group,Other
popularity_group,1.0,0.3717549805658515,1.6899437863021802,popularity_group,license_group,Highly Open
popularity_group,1.0,0.397649923288251,1.5147747841387451,popularity_group,license_group,Open
is_employee,0.06995186289237318,0.0042390545830296705,15.50176036241984,is_employee,age_group,Medium
is_employee,0.06536377231661065,0.0032353636717468337,19.202913473810355,is_employee,age_group,Old
is_employee,0.4595887698416946,0.1491087952130828,2.082237833019325,is_employee,age_group,New
is_employee,0.018116564944554284,0.0001818234280452986,98.63823220867232,is_employee,age_group,Pre GitHub
is_employee,0.13799611612485604,0.014744279895366067,8.359298460430503,is_employee,language_code,0
is_employee,0.16523195843947247,0.02037347934195078,7.1101492615080915,is_employee,language_code,6
is_employee,0.04008937639650619,0.001513786849268291,25.4828409732083,is_employee,language_code,4
is_employee,0.03133711925658234,0.000567128886192823,54.25572761237869,is_employee,language_code,2
is_employee,0.39363935190921484,0.0987942058034192,2.9844376368840777,is_employee,language_code,3
is_employee,0.027912250076484246,0.00039014940588839376,70.54246464358023,is_employee,language_code,5
is_employee,0.04265914681706366,0.0009316805324060315,44.78731156579815,is_employee,language_code,1
is_employee,0.9419659025061567,0.5598154331015968,0.6826365384164148,is_employee,Is_Company,True
is_employee,,0.0,,is_employee,Is_Company,
is_employee,0.0,0.0,,is_employee,Is_Company,False
is_employee,0.14519946353906435,0.015211690208627856,8.545255099706754,is_employee,dev_group,Large
is_employee,0.1940848417055263,0.026740251311755454,6.258153240325136,is_employee,dev_group,Medium
is_employee,0.007336075427071353,4.996278838942673e-05,145.8307847410661,is_employee,dev_group,Small
is_employee,0.007822685788787484,6.119441295009767e-05,126.83333333333331,is_employee,dev_group,Single
is_employee,0.2159654108115327,0.03617594375232984,4.969862522180195,is_employee,popularity_group,Low
is_employee,0.1080870380477244,0.00890671961503222,11.135448596057932,is_employee,popularity_group,Medium
is_employee,0.07798154751797136,0.00456402338695513,16.086141087895793,is_employee,popularity_group,High
is_employee,0.10904738319299984,0.009071346014524011,11.021080776590985,is_employee,popularity_group,Extraordinary
is_employee,0.05392389714614298,0.002557574068324926,20.084002146401275,is_employee,license_group,Closed
is_employee,0.38267694753465764,0.0985307428687137,2.8838329681990897,is_employee,license_group,Other
is_employee,0.045663152147951004,0.0011072115925070596,40.24157700025152,is_employee,license_group,Highly Open
is_employee,0.007716049382716049,5.953741807651272e-05,128.6,is_employee,license_group,Open
license_group,1.0,0.44877829061063645,1.2282717790099338,license_group,age_group,Medium
license_group,1.0,0.3620674941064287,1.7619159860455547,license_group,age_group,Old
license_group,1.0,0.506599036206582,0.9739476953766213,license_group,age_group,New
license_group,1.0,0.6259357854753987,0.5976079706650725,license_group,age_group,Pre GitHub
license_group,1.0,0.4230075009109767,1.3640242734382464,license_group,language_code,0
license_group,1.0,0.3383513159277298,1.9555079378310887,license_group,language_code,6
license_group,1.0,0.5213540608160718,0.9180823075103837,license_group,language_code,4
license_group,1.0,0.6231517437910602,0.6047455695402744,license_group,language_code,2
license_group,1.0,0.587962620558775,0.7007883920403681,license_group,language_code,3
license_group,1.0,0.45539311424386936,1.1959049636936014,license_group,language_code,5
license_group,1.0,0.48695681453263606,1.0535701938163955,license_group,language_code,1
license_group,1.0,0.764104598044831,0.30872134856768496,license_group,Is_Company,True
license_group,,0.0,,license_group,Is_Company,
license_group,1.0,0.36840925239337363,1.7143726535191286,license_group,Is_Company,False
license_group,1.0,0.356552219425019,1.8046382704127146,license_group,dev_group,Large
license_group,1.0,0.38227298886255906,1.6159316225178966,license_group,dev_group,Medium
license_group,1.0,0.49195390686571966,1.032710760182972,license_group,dev_group,Small
license_group,1.0,0.37535208035506357,1.6641653325966703,license_group,dev_group,Single
license_group,1.0,0.36533378333274324,1.737222905797375,license_group,popularity_group,Low
license_group,1.0,0.38924960877280046,1.5690456135658852,license_group,popularity_group,Medium
license_group,1.0,0.4041878749238413,1.4740969782639421,license_group,popularity_group,High
license_group,1.0,0.4516322660224537,1.2141907813785013,license_group,popularity_group,Extraordinary
license_group,1.0,0.8148109559481168,0.22727853951889565,license_group,is_employee,False
license_group,,0.0,,license_group,is_employee,
license_group,1.0,0.7785534061847562,0.284433401814304,license_group,is_employee,True
