cases,developers,a_age_group,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,commit_hours_same,owned_repository_avg_better,files_edited_avg_better,ccp_avg_better,same_date_duration_avg_avg_better,commit_period_avg_better,commit_days_avg_better
132,13,New,0,1,1,0,1,1,0,0,1,0,1
223,13,New,1,0,1,0,1,1,0,1,1,1,0
135,13,New,0,0,0,0,0,1,0,0,0,1,1
85,13,New,0,0,1,0,1,1,0,0,0,0,0
81,13,New,0,0,1,0,0,1,0,0,1,1,0
151,13,New,0,1,1,0,1,1,0,0,0,0,1
176,13,New,1,0,1,0,0,1,1,0,0,1,0
33,13,New,0,0,1,0,1,1,0,0,0,0,1
100,13,New,0,0,1,0,1,1,0,0,1,1,1
222,13,New,1,0,1,0,0,1,1,1,0,1,0
110,14,New,1,0,1,0,1,1,1,1,0,0,0
239,14,New,1,0,0,0,0,1,0,1,0,1,1
83,14,New,1,0,1,0,0,1,0,1,0,0,0
60,14,New,1,0,1,0,0,1,0,1,1,0,0
71,14,New,0,0,1,0,0,1,1,0,0,1,0
172,14,New,1,0,1,0,0,1,0,0,1,1,0
403,14,New,1,0,0,0,0,1,1,1,0,1,1
242,14,New,0,1,1,0,0,1,1,0,1,1,0
139,14,New,0,0,1,0,1,1,1,1,0,1,0
169,14,New,1,1,1,0,1,1,0,0,1,0,1
86,14,New,0,0,1,0,1,1,1,1,1,1,0
112,14,New,1,0,1,0,1,1,0,0,0,1,0
152,14,New,0,0,1,0,0,1,1,0,0,0,0
223,15,New,1,0,0,0,0,1,1,1,0,0,1
69,15,New,1,0,1,0,0,1,1,0,0,0,0
111,15,New,0,0,0,0,0,1,1,0,0,1,1
351,15,New,1,0,0,0,0,1,0,1,1,1,1
141,15,New,0,0,1,0,0,1,1,1,1,1,0
47,15,New,0,0,1,0,1,1,1,0,0,1,0
155,15,New,1,0,1,0,0,1,1,1,1,1,0
57,15,New,0,0,1,0,1,1,0,0,1,0,0
410,15,New,0,1,1,0,0,1,0,0,1,0,0
199,15,New,0,1,1,0,1,1,1,0,1,0,0
176,15,New,1,0,0,0,0,1,0,1,1,0,1
151,15,New,1,0,0,0,0,1,1,0,1,0,1
134,16,New,0,1,1,0,1,1,1,0,1,1,0
638,16,New,0,0,0,0,0,1,1,1,0,1,1
265,16,New,1,0,1,0,0,1,0,0,0,1,0
115,16,New,1,0,1,0,0,1,1,1,0,0,0
188,16,New,0,0,1,0,0,1,0,0,0,1,0
62,16,New,0,0,0,0,0,1,0,0,1,0,1
132,16,New,0,0,0,0,0,1,1,0,0,1,0
289,16,New,1,0,1,0,1,1,1,1,0,1,1
92,16,New,0,0,1,0,1,1,0,0,0,1,1
276,16,New,1,0,0,0,0,1,0,0,1,1,1
154,16,New,0,0,1,0,1,1,1,1,1,0,0
101,16,New,1,0,1,0,1,1,1,1,1,0,1
55,16,New,1,0,1,0,1,1,0,0,1,0,0
908,16,New,1,0,0,0,0,1,1,1,1,1,1
230,16,New,1,0,1,0,1,1,0,1,1,1,1
148,17,New,0,0,1,0,0,1,0,0,0,0,0
111,17,New,0,0,0,0,0,1,1,0,1,0,1
60,17,New,1,0,1,0,1,1,0,1,1,0,0
61,17,New,0,0,1,0,0,1,0,0,1,0,0
73,18,New,0,0,1,0,1,1,0,0,0,1,0
332,18,New,1,0,1,0,1,1,0,0,1,1,1
219,18,New,0,0,1,0,1,1,1,1,0,0,0
1921,18,New,0,1,1,0,0,1,1,1,1,0,0
191,18,New,0,1,0,0,0,1,0,0,0,1,1
81,18,New,1,0,1,0,1,1,0,1,0,0,0
123,18,New,0,0,1,0,1,1,0,1,0,0,1
100,18,New,1,0,1,0,0,1,0,0,0,0,0
184,18,New,1,1,1,0,1,1,0,0,0,0,1
173,18,New,1,0,1,0,0,1,0,1,1,0,1
138,18,New,0,0,1,0,1,1,1,0,0,1,1
221,18,New,0,0,1,0,1,1,0,1,1,1,0
208,18,New,0,1,1,0,1,1,0,0,1,1,0
182,19,New,0,0,1,0,1,1,1,1,0,0,1
382,19,New,1,1,1,0,1,1,0,1,1,0,1
319,19,New,0,0,1,0,0,1,1,1,0,1,0
354,19,New,0,1,0,0,0,1,0,0,1,0,1
230,19,New,0,0,1,0,0,1,0,1,1,1,0
294,19,New,1,0,0,0,0,1,1,1,1,0,1
316,19,New,0,1,1,0,1,1,0,0,1,0,0
346,19,New,0,1,1,0,1,1,1,0,0,0,0
349,19,New,1,0,1,0,0,1,0,1,0,1,0
262,19,New,0,1,1,0,1,1,1,0,1,0,1
874,19,New,0,1,1,0,1,1,1,1,0,0,1
1065,19,New,1,1,1,0,0,1,0,1,1,0,0
514,20,New,1,1,0,0,0,1,0,0,0,1,1
173,20,New,0,1,1,0,1,1,1,0,0,1,0
129,20,New,0,0,0,0,0,1,0,0,1,1,1
149,20,New,0,0,0,0,0,1,1,0,1,1,0
526,20,New,1,1,1,0,0,1,0,0,1,0,0
414,20,New,1,1,0,0,0,1,0,0,0,0,1
503,20,New,1,0,1,0,1,1,1,1,1,1,1
104,20,New,0,0,1,0,1,1,0,1,1,0,1
122,20,New,0,0,1,0,0,1,0,0,1,0,1
405,20,New,0,1,1,0,1,1,1,0,0,0,1
239,20,New,0,0,1,0,0,1,1,0,1,0,1
1400,20,New,0,1,1,0,0,1,0,1,1,1,0
464,20,New,0,0,0,0,0,1,0,1,0,0,1
261,20,New,0,0,1,0,1,1,0,1,0,1,1
1401,21,New,1,1,1,0,0,1,1,1,1,1,0
402,21,New,1,1,1,0,1,1,0,1,0,0,1
564,21,New,0,0,0,0,0,1,1,1,0,0,1
195,21,New,1,0,1,0,0,1,0,1,0,0,1
330,21,New,1,0,0,0,0,1,1,1,1,1,0
299,21,New,1,1,1,0,1,1,0,0,1,1,1
324,21,New,1,0,0,0,0,1,1,1,0,1,0
391,21,New,0,1,1,0,0,1,1,0,1,0,0
461,21,New,0,0,1,0,0,1,1,1,0,0,0
452,21,New,0,1,0,0,0,1,1,0,1,1,1
1157,21,New,0,1,1,0,0,1,0,0,0,0,0
196,21,New,0,1,1,0,1,1,0,0,0,1,1
547,22,New,0,1,0,0,0,1,1,0,0,0,1
370,22,New,1,1,0,0,0,1,0,0,1,0,1
147,22,New,0,0,1,0,1,1,1,0,1,1,1
295,22,New,0,1,1,0,0,1,0,0,1,1,0
256,22,New,1,0,1,0,1,1,1,0,0,1,1
1711,22,New,1,1,1,0,0,1,1,1,1,0,0
1919,22,New,0,1,1,0,0,1,1,1,1,1,0
205,22,New,1,0,1,0,0,1,1,0,1,0,1
273,22,New,0,0,1,0,0,1,0,1,1,0,0
122,23,New,1,0,1,0,0,1,0,0,0,0,1
920,23,New,0,1,1,0,1,1,1,1,1,0,0
440,23,New,1,1,1,0,1,1,1,0,1,0,0
356,23,New,0,0,1,0,1,1,0,1,1,1,1
528,23,New,0,1,1,0,0,1,1,0,0,1,0
559,23,New,1,1,1,0,1,1,1,0,0,0,1
1630,23,New,1,1,1,0,0,1,0,1,1,0,1
289,23,New,1,0,0,0,0,1,1,0,1,1,1
1497,23,New,1,1,0,0,0,1,0,1,0,0,1
287,23,New,0,1,0,0,0,1,0,0,0,0,1
648,23,New,0,0,0,0,0,1,0,1,0,1,1
627,23,New,0,1,1,0,1,1,0,0,0,0,0
278,24,New,1,1,1,0,1,1,1,0,1,1,0
499,24,New,0,1,1,0,0,1,0,0,1,0,1
475,24,New,1,1,1,0,1,1,1,1,1,1,0
283,24,New,0,1,1,0,1,1,0,0,0,1,0
233,24,New,1,0,0,0,0,1,1,0,1,1,0
743,24,New,0,1,1,0,0,1,1,0,0,0,0
234,24,New,0,0,1,0,1,1,0,1,1,0,0
188,24,New,0,0,1,0,1,1,1,1,1,0,1
547,24,New,1,1,1,0,0,1,0,0,1,1,0
404,24,New,1,0,1,0,1,1,1,0,1,1,1
307,25,New,0,0,1,0,1,1,0,1,0,1,0
551,25,New,0,0,1,0,0,1,0,1,0,0,0
247,25,New,0,1,0,0,0,1,1,0,0,1,1
371,25,New,1,1,1,0,1,1,0,0,0,1,1
419,25,New,1,0,1,0,0,1,1,1,1,0,1
346,25,New,0,0,0,0,0,1,1,0,0,0,0
688,25,New,1,1,1,0,0,1,0,0,1,0,1
787,25,New,0,0,0,0,0,1,1,1,0,1,0
885,25,New,1,1,1,0,0,1,1,0,1,0,0
440,25,New,0,1,1,0,1,1,0,1,0,0,1
477,25,New,1,1,1,0,1,1,1,0,1,0,1
438,25,New,0,1,1,0,1,1,0,1,1,0,1
662,26,New,0,1,0,0,0,1,1,0,1,0,1
727,26,New,0,0,1,0,0,1,0,1,0,1,0
1172,26,New,1,1,1,0,0,1,0,1,1,1,0
291,26,New,0,0,1,0,0,1,0,0,0,0,1
680,26,New,1,1,1,0,0,1,1,0,1,1,0
721,26,New,1,1,1,0,1,1,1,1,1,0,1
225,26,New,0,1,1,0,1,1,0,0,1,1,1
537,26,New,0,1,1,0,1,1,1,1,1,1,0
664,26,New,1,1,1,0,1,1,1,1,0,1,0
290,27,New,0,1,0,0,0,1,0,0,1,1,1
1782,27,New,0,1,1,0,0,1,0,1,1,0,0
652,27,New,1,1,1,0,1,1,0,1,1,0,0
718,27,New,0,1,1,0,1,1,1,1,1,0,1
583,27,New,0,1,0,0,0,1,1,0,0,1,0
526,27,New,0,1,0,0,0,1,1,0,1,1,0
957,27,New,1,1,1,0,1,1,1,1,0,0,1
704,27,New,1,1,0,0,0,1,1,0,0,0,1
846,27,New,1,0,1,0,0,1,0,0,1,1,1
350,27,New,0,0,1,0,1,1,1,1,0,1,1
230,28,New,1,1,1,0,1,1,0,0,1,1,0
457,28,New,0,0,0,0,0,1,1,0,1,0,0
1466,28,New,0,0,0,0,0,1,1,1,1,1,1
682,28,New,1,1,1,0,1,1,1,0,0,0,0
1277,28,New,1,1,0,0,0,1,1,0,1,0,1
1301,28,New,0,1,1,0,1,1,1,1,0,0,0
986,28,New,1,1,0,0,0,1,1,0,0,1,1
784,28,New,0,1,1,0,1,1,0,1,0,1,1
1354,28,New,0,1,0,0,0,1,0,1,0,0,1
539,28,New,1,1,1,1,1,1,0,1,1,1,1
484,29,New,1,1,1,0,1,1,0,1,1,1,0
325,29,New,0,1,1,0,1,1,1,0,1,1,1
976,29,New,1,0,1,0,0,1,0,1,0,1,1
1244,29,New,1,0,0,0,0,1,1,1,1,0,0
1556,29,New,1,1,1,0,0,1,0,0,0,0,0
701,29,New,1,1,1,0,1,1,1,1,1,0,0
735,29,New,0,1,1,0,1,1,0,1,1,1,0
288,29,New,1,0,0,0,0,1,1,0,0,1,0
852,30,New,1,0,0,0,0,1,1,1,0,0,0
3234,30,New,1,1,0,0,0,1,0,1,1,1,1
682,30,New,1,0,1,0,0,1,0,1,1,1,1
236,30,New,1,0,0,0,0,1,0,0,1,1,0
274,30,New,0,1,1,0,1,1,1,0,0,1,1
998,30,New,1,1,1,0,1,1,1,1,0,0,0
623,30,New,0,1,1,0,0,1,0,0,0,1,0
2355,30,New,0,1,0,0,0,1,0,1,1,0,1
1053,30,New,0,0,1,0,0,1,0,1,0,0,1
646,31,New,1,1,0,0,0,1,0,0,1,1,1
763,31,New,0,0,0,0,0,1,0,1,1,0,1
262,32,New,0,0,1,0,0,1,0,0,1,1,1
740,32,New,1,1,1,0,1,1,0,1,0,0,0
836,32,New,0,0,0,0,0,1,1,1,1,0,1
1452,32,New,1,1,0,0,0,1,1,0,1,1,1
377,32,New,1,1,1,0,1,1,1,0,0,1,0
653,33,New,1,1,1,0,1,1,0,0,0,0,0
2167,33,New,1,1,1,0,0,1,0,1,0,0,0
2834,33,New,1,1,0,0,0,1,0,1,1,0,1
337,33,New,0,0,1,0,1,1,0,1,0,0,0
327,33,New,1,1,1,0,1,1,0,0,1,0,0
734,33,New,1,0,0,0,0,1,0,1,0,1,0
990,33,New,0,1,1,0,1,1,0,1,0,1,0
333,33,New,0,0,0,0,0,1,0,0,0,1,0
1633,33,New,1,1,0,0,0,1,0,1,0,1,1
2079,34,New,0,1,0,0,0,1,1,1,0,1,1
4067,34,New,0,1,1,0,0,1,1,1,0,1,0
744,34,New,0,1,1,0,1,1,1,1,0,1,0
1159,34,New,0,1,1,0,0,1,1,0,1,0,1
824,34,New,0,0,0,0,0,1,1,1,1,1,0
3011,34,New,1,1,1,0,0,1,1,1,0,1,0
2936,34,New,1,1,0,0,0,1,1,1,0,0,1
894,34,New,0,1,1,0,1,1,0,1,1,0,0
440,34,New,1,0,1,0,0,1,1,1,0,0,1
495,34,New,0,0,1,0,0,1,0,1,1,0,1
372,34,New,0,0,1,0,0,1,1,0,0,0,1
1268,35,New,1,1,1,0,0,1,1,0,0,1,0
888,35,New,0,1,1,0,0,1,0,0,0,0,1
1535,35,New,0,0,0,0,0,1,0,1,1,1,1
359,35,New,1,1,1,0,1,1,0,0,0,1,0
1976,35,New,0,1,1,0,0,1,0,1,1,0,1
1015,35,New,1,0,1,0,0,1,0,0,0,1,1
271,35,New,1,0,1,0,0,1,1,0,0,0,1
663,35,New,1,1,1,0,1,1,0,1,0,1,1
2179,36,New,1,1,0,0,0,1,1,0,1,1,0
3833,36,New,1,1,0,0,0,1,1,1,1,1,1
583,36,New,1,1,1,0,1,1,0,1,0,1,0
1395,36,New,0,1,1,0,1,1,0,1,0,0,0
667,36,New,0,0,1,0,0,1,0,0,0,1,1
3240,36,New,0,1,0,0,0,1,0,1,1,1,1
1966,36,New,0,0,0,0,0,1,1,1,0,0,0
646,36,New,1,0,0,0,0,1,1,0,1,0,0
620,36,New,0,0,1,0,1,1,1,1,1,1,1
1936,37,New,0,1,0,0,0,1,0,1,0,1,1
3615,37,New,0,1,1,0,0,1,0,1,0,1,0
3148,38,New,1,1,1,0,0,1,0,1,0,0,1
1470,38,New,0,1,0,0,0,1,1,0,1,0,0
4435,38,New,0,1,1,0,0,1,1,1,0,0,0
924,38,New,0,1,1,0,1,1,0,1,1,1,1
1276,39,New,0,1,1,0,0,1,0,0,1,1,1
947,39,New,1,0,0,0,0,1,1,0,0,0,0
2409,40,New,1,1,0,0,0,1,1,1,0,1,1
851,40,New,1,1,1,0,1,1,1,0,0,1,1
3823,40,New,1,1,0,0,0,1,0,1,0,1,0
826,40,New,1,1,1,0,1,1,0,1,1,1,1
1496,40,New,0,1,0,0,0,1,1,0,0,0,0
3661,41,New,1,1,0,0,0,1,1,1,1,0,1
2011,41,New,1,1,1,0,0,1,0,1,0,1,0
1986,41,New,1,1,1,0,0,1,0,0,1,1,1
2341,41,New,0,1,0,0,0,1,1,1,0,0,1
2941,42,New,0,1,0,0,0,1,1,1,1,0,1
1194,42,New,1,1,1,0,0,1,0,0,0,1,0
2956,43,New,0,1,0,0,0,1,1,1,0,1,0
1292,43,New,1,1,1,0,0,1,0,0,0,0,1
284,43,New,0,0,0,0,0,1,0,0,1,1,0
2965,43,New,1,1,0,0,0,1,1,1,0,1,0
984,43,New,0,1,0,0,0,1,0,0,0,1,0
2269,43,New,1,1,1,0,0,1,1,0,0,0,0
3258,44,New,0,1,0,0,0,1,1,1,1,1,1
3990,44,New,1,1,1,0,0,1,1,1,0,0,0
3375,44,New,0,1,1,0,0,1,0,1,0,0,0
3752,44,New,1,1,1,0,0,1,0,1,1,1,1
1916,44,New,0,0,1,0,0,1,1,1,0,0,1
2590,45,New,0,1,1,0,0,1,0,0,0,1,1
3164,45,New,0,1,1,0,0,1,0,1,0,0,1
318,45,New,1,0,0,0,0,1,0,0,0,1,0
879,46,New,1,1,1,0,1,1,1,0,1,1,1
4244,46,New,0,1,0,0,0,1,1,1,1,1,0
1669,46,New,1,1,0,0,0,1,1,0,0,1,0
771,46,New,0,1,0,0,0,1,0,0,1,1,0
3565,46,New,1,1,1,0,0,1,1,1,1,0,1
741,47,New,0,0,1,0,0,1,1,1,1,0,1
3702,47,New,1,1,0,0,0,1,1,1,1,1,0
632,50,New,1,0,0,0,0,1,0,1,1,1,0
3499,51,New,0,1,1,0,0,1,1,1,1,0,1
2722,53,New,0,0,0,0,0,1,1,1,1,0,0
2447,55,New,0,0,0,0,0,1,0,1,0,1,0
2424,55,New,1,0,1,0,0,1,1,1,1,1,1
9798,55,New,1,1,0,0,0,1,1,1,1,0,0
5571,55,New,0,1,0,0,0,1,0,1,1,1,0
2626,56,New,1,1,1,0,0,1,1,0,1,0,1
5264,56,New,0,1,0,0,0,1,0,1,0,1,0
2809,56,New,0,0,1,0,0,1,0,1,0,1,1
2082,56,New,0,1,1,0,0,1,1,0,0,0,1
7050,56,New,0,1,1,0,0,1,1,1,0,0,1
5142,57,New,1,1,0,0,0,1,0,1,1,1,0
2229,57,New,1,1,0,0,0,1,0,0,1,1,0
695,58,New,0,0,1,0,0,1,1,0,1,1,1
1212,58,New,0,0,1,0,0,1,0,1,1,1,1
1144,58,New,1,0,0,0,0,1,0,1,0,0,0
6706,58,New,0,1,0,0,0,1,1,1,0,0,0
704,59,New,1,0,0,0,0,1,0,0,0,0,0
4910,60,New,0,1,1,0,0,1,0,1,1,1,1
10118,61,New,0,1,0,0,0,1,1,1,1,0,0
6552,61,New,1,1,1,0,0,1,0,1,0,1,1
6325,62,New,1,1,0,0,0,1,1,1,0,0,0
3933,62,New,0,1,0,0,0,1,0,0,0,0,0
6519,63,New,1,1,0,0,0,1,1,0,1,0,0
3776,64,New,1,1,0,0,0,1,1,0,0,0,0
1533,65,New,1,1,0,0,0,1,0,0,0,1,0
147,67,New,1,1,1,1,1,1,1,1,0,1,1
4548,67,New,1,1,1,0,0,1,0,0,0,1,1
7321,68,New,1,1,1,0,0,1,1,1,0,0,1
1087,70,New,0,0,0,0,0,1,0,0,0,0,0
2699,71,New,1,0,1,0,0,1,1,1,0,1,1
9101,71,New,0,1,1,0,0,1,0,1,0,1,1
1019,73,New,0,0,1,0,0,1,1,0,0,1,1
3015,75,New,0,1,0,0,0,1,0,0,1,0,0
2199,77,New,1,0,1,0,0,1,1,0,1,1,1
3468,78,New,0,0,0,0,0,1,0,1,1,1,0
563,79,New,1,0,0,0,0,1,0,0,1,0,0
1252,81,New,0,1,1,0,1,1,1,1,0,1,1
5291,82,New,0,0,1,0,0,1,1,1,0,1,1
978,84,New,0,0,0,0,0,1,0,0,1,0,0
2322,84,New,0,1,1,0,0,1,1,0,1,1,1
1584,85,New,1,0,0,0,0,1,0,1,1,0,0
5283,86,New,1,1,0,0,0,1,0,0,1,0,0
6588,87,New,1,1,1,0,0,1,1,0,0,0,1
1200,87,New,1,1,1,0,1,1,1,1,0,1,1
8634,91,New,0,1,1,0,0,1,1,1,1,1,1
11755,91,New,1,1,0,0,0,1,0,1,1,0,0
7016,93,New,1,1,0,0,0,1,0,1,0,0,0
2373,94,New,0,0,1,0,0,1,1,1,1,1,1
8942,101,New,1,1,1,0,0,1,1,1,1,1,1
2471,102,New,1,0,1,0,0,1,1,0,0,1,1
4078,102,New,1,1,0,0,0,1,0,0,0,0,0
4821,105,New,0,1,1,0,0,1,1,0,0,1,1
13488,117,New,0,1,0,0,0,1,0,1,0,0,0
5074,118,New,0,0,0,0,0,1,0,1,0,0,0
17019,121,New,0,1,1,0,0,1,1,1,0,1,1
16767,123,New,1,1,1,0,0,1,1,1,0,1,1
7050,128,New,1,1,1,0,0,1,1,0,1,1,1
15496,135,New,0,1,0,0,0,1,0,1,1,0,0
1661,137,New,1,1,1,0,1,1,1,1,1,1,1
1539,140,New,0,1,1,0,1,1,1,1,1,1,1
1622,154,New,1,1,1,1,1,1,1,1,1,1,1
6110,171,New,0,0,0,0,0,1,0,1,1,0,0
14661,195,New,1,1,1,0,0,1,1,0,0,1,1
8408,256,Old,0,1,1,0,0,1,1,1,0,0,1
2063,512,Old,0,0,1,0,0,1,1,1,1,1,1
1,1,Old,0,1,0,0,0,0,1,0,1,0,1
1,1,Old,1,1,0,0,0,0,0,1,1,1,0
1,1,Old,1,0,1,0,1,0,1,0,1,0,0
1,1,Old,0,0,1,0,1,0,0,1,1,1,0
1,1,Old,1,1,1,0,1,0,1,1,1,1,0
2,1,Old,0,0,1,0,0,0,1,1,0,0,1
1,1,Old,0,0,1,0,1,0,0,1,1,0,0
1,1,Old,1,0,0,0,0,0,1,1,1,0,0
1,1,Old,1,1,1,0,0,0,1,1,0,1,0
1,1,Old,0,0,0,0,0,0,0,1,1,0,1
1,1,Old,1,1,1,0,1,0,0,0,1,0,0
3,1,Old,0,0,1,0,0,0,0,0,1,0,0
1,1,Old,0,1,0,0,0,0,1,0,0,1,0
1,1,Old,1,0,1,0,0,0,0,0,0,1,0
2,1,Old,1,0,0,0,0,0,1,0,1,1,1
1,1,Old,0,1,0,0,0,0,1,0,1,1,0
1,1,Old,1,1,1,0,0,0,0,1,0,1,0
1,1,Old,0,1,1,0,1,0,1,1,1,1,1
1,1,Old,1,1,1,0,0,0,0,1,1,0,1
1,1,Old,0,0,0,0,0,0,0,0,1,0,1
1,1,Old,1,1,1,0,0,0,0,0,0,0,0
1,1,Old,1,1,1,1,0,1,1,1,1,0,0
1,1,Old,1,1,0,0,0,0,0,0,0,0,1
1,1,Old,0,0,1,0,0,0,1,1,1,1,1
2,1,Old,1,0,0,0,0,0,0,0,0,1,0
1,1,Old,0,0,1,0,0,0,1,0,0,1,1
1,1,Old,0,0,1,0,1,0,1,0,1,0,1
1,1,Old,1,1,1,1,1,0,1,1,1,1,1
1,1,Old,0,0,1,0,0,0,0,1,1,0,1
1,1,Old,1,0,1,0,0,0,1,0,0,1,0
1,1,Old,0,1,1,0,0,0,0,0,1,1,1
1,1,Old,1,0,1,0,0,0,0,0,0,0,0
1,1,Old,0,1,1,0,1,0,1,0,1,0,0
1,1,Old,0,1,1,0,0,0,0,0,0,0,0
1,1,Old,0,1,1,0,0,0,1,0,0,1,1
1,1,Old,1,1,1,0,1,0,1,0,1,0,0
